,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
18,frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Avocado'}),0.025854917673835753,0.07546814262358142,0.002006486465228753,0.07760560256044619,1.0283226784515678,5.526385069876041e-05,1.0023172950126302
19,frozenset({'Organic Avocado'}),frozenset({'100% Whole Wheat Bread'}),0.07546814262358142,0.025854917673835753,0.002006486465228753,0.02658719819350356,1.0283226784515678,5.526385069876041e-05,1.0007522815791088
20,frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Fuji Apple'}),0.025854917673835753,0.03805237265590723,0.0013678355057980412,0.052904268466584276,1.390301439150114,0.00038399454348544103,1.0156815148840663
21,frozenset({'Organic Fuji Apple'}),frozenset({'100% Whole Wheat Bread'}),0.03805237265590723,0.025854917673835753,0.0013678355057980412,0.03594612925104157,1.3903014391501143,0.00038399454348544103,1.0104674768530997
22,frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Gala Apples'}),0.025854917673835753,0.030992391491809167,0.0011576828809180188,0.04477611940298508,1.4447455406859695,0.0003563771503820052,1.0144298401570122
23,frozenset({'Organic Gala Apples'}),frozenset({'100% Whole Wheat Bread'}),0.030992391491809167,0.025854917673835753,0.0011576828809180188,0.037353777014077064,1.4447455406859695,0.0003563771503820052,1.0119450521548552
24,frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Hass Avocado'}),0.025854917673835753,0.09048319946515543,0.002545181790213606,0.09844091643692367,1.0879469008479603,0.00020574611717675325,1.0088266172643043
25,frozenset({'Organic Hass Avocado'}),frozenset({'100% Whole Wheat Bread'}),0.09048319946515543,0.025854917673835753,0.002545181790213606,0.02812877755492876,1.0879469008479603,0.00020574611717675325,1.0023396719941684
26,frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.025854917673835753,0.031975971320926,0.0010659203312628042,0.04122698608866496,1.2893114543696387,0.00023918422521932944,1.0096488059566875
27,frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'100% Whole Wheat Bread'}),0.031975971320926,0.025854917673835753,0.0010659203312628042,0.03333504150866045,1.2893114543696387,0.00023918422521932944,1.0077380728132515
28,frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Raspberries'}),0.025854917673835753,0.058417923520011406,0.0019347969733106167,0.07483284215863359,1.280991135075165,0.00042440637002428856,1.0177426516921786
29,frozenset({'Organic Raspberries'}),frozenset({'100% Whole Wheat Bread'}),0.058417923520011406,0.025854917673835753,0.0019347969733106167,0.0331199203382818,1.2809911350751648,0.00042440637002428856,1.00751386114707
30,frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Strawberries'}),0.025854917673835753,0.11289128636756718,0.003627897945297231,0.14031752067687042,1.2429437664480596,0.0007091030301703649,1.031902748943886
31,frozenset({'Organic Strawberries'}),frozenset({'100% Whole Wheat Bread'}),0.11289128636756718,0.025854917673835753,0.003627897945297231,0.03213620875472191,1.2429437664480594,0.0007091030301703649,1.006489850263749
32,frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Whole String Cheese'}),0.025854917673835753,0.025262967297711714,0.0010265935242677123,0.03970592895395633,1.5717048787674615,0.000373421584588571,1.0150401445679156
33,frozenset({'Organic Whole String Cheese'}),frozenset({'100% Whole Wheat Bread'}),0.025262967297711714,0.025854917673835753,0.0010265935242677123,0.040636300248098715,1.5717048787674615,0.000373421584588571,1.0154074857930162
34,frozenset({'100% Whole Wheat Bread'}),frozenset({'Seedless Red Grapes'}),0.025854917673835753,0.035536685970939945,0.0010843547720417535,0.04193998162055962,1.1801883173590233,0.00016555668186214723,1.0066836059607736
35,frozenset({'Seedless Red Grapes'}),frozenset({'100% Whole Wheat Bread'}),0.035536685970939945,0.025854917673835753,0.0010843547720417535,0.030513671784940286,1.180188317359023,0.00016555668186214723,1.0048053840219509
36,frozenset({'100% Whole Wheat Bread'}),frozenset({'Strawberries'}),0.025854917673835753,0.06122077782689077,0.002022872634810041,0.07823937636657476,1.2779872968586932,0.00044001446416759094,1.0184631433621014
37,frozenset({'Strawberries'}),frozenset({'100% Whole Wheat Bread'}),0.06122077782689077,0.025854917673835753,0.002022872634810041,0.03304225634848941,1.2779872968586934,0.00044001446416759094,1.0074329397761606
38,frozenset({'2% Reduced Fat Milk'}),frozenset({'Banana'}),0.015825352927368714,0.20125944099401782,0.003991670910001831,0.25223266288731844,1.2532712087519697,0.0008066692263065602,1.0681672217592721
39,frozenset({'Banana'}),frozenset({'2% Reduced Fat Milk'}),0.20125944099401782,0.015825352927368714,0.003991670910001831,0.019833459192209912,1.2532712087519697,0.0008066692263065602,1.0040892094332643
40,frozenset({'Strawberries'}),frozenset({'2% Reduced Fat Milk'}),0.06122077782689077,0.015825352927368714,0.0010122556258840851,0.016534511024122588,1.0448115185808868,4.341521028550959e-05,1.000721080815446
41,frozenset({'2% Reduced Fat Milk'}),frozenset({'Strawberries'}),0.015825352927368714,0.06122077782689077,0.0010122556258840851,0.06396417385001682,1.0448115185808866,4.341521028550959e-05,1.0029308664759233
42,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Asparagus'}),0.03575134479245482,0.029147308796956106,0.0012613254035196673,0.03528050233751948,1.2104205771890637,0.0002192699169475381,1.006357488944117
43,frozenset({'Asparagus'}),frozenset({'Apple Honeycrisp Organic'}),0.029147308796956106,0.03575134479245482,0.0012613254035196673,0.04327416339896839,1.2104205771890637,0.0002192699169475381,1.007863087123517
44,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Bag of Organic Bananas'}),0.03575134479245482,0.16178474881845475,0.009988599322513819,0.27939086992391604,1.726929589867781,0.0042045769853445445,1.1632037622019085
45,frozenset({'Bag of Organic Bananas'}),frozenset({'Apple Honeycrisp Organic'}),0.16178474881845475,0.03575134479245482,0.009988599322513819,0.061740055199655634,1.726929589867781,0.0042045769853445445,1.0276988382070718
46,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Banana'}),0.03575134479245482,0.20125944099401782,0.007307821979015052,0.2044069117242644,1.0156388724658145,0.00011252631130120438,1.00395613131465
47,frozenset({'Banana'}),frozenset({'Apple Honeycrisp Organic'}),0.20125944099401782,0.03575134479245482,0.007307821979015052,0.036310455514145384,1.0156388724658145,0.00011252631130120438,1.000580177220859
48,frozenset({'Carrots'}),frozenset({'Apple Honeycrisp Organic'}),0.030819517402726575,0.03575134479245482,0.0016377976496497661,0.053141573511623894,1.4864216666568362,0.0005359584566478265,1.0183662395904998
49,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Carrots'}),0.03575134479245482,0.030819517402726575,0.0016377976496497661,0.0458107984233202,1.486421666656836,0.0005359584566478265,1.0157110151695516
50,frozenset({'Fresh Cauliflower'}),frozenset({'Apple Honeycrisp Organic'}),0.030410682471673434,0.03575134479245482,0.0018127200099300187,0.059608001616488174,1.6672939706891308,0.0007254972155113595,1.0253688428496222
51,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Fresh Cauliflower'}),0.03575134479245482,0.030410682471673434,0.0018127200099300187,0.05070354752956275,1.6672939706891308,0.0007254972155113595,1.0213767416965263
52,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Grated Parmesan'}),0.03575134479245482,0.01922589276972557,0.0011318746638274897,0.03165963883032359,1.6467187874977158,0.0004445231424742666,1.0128402641872525
53,frozenset({'Grated Parmesan'}),frozenset({'Apple Honeycrisp Organic'}),0.01922589276972557,0.03575134479245482,0.0011318746638274897,0.05887241114804397,1.6467187874977156,0.0004445231424742666,1.0245674089565195
54,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Green Bell Pepper'}),0.03575134479245482,0.023761994164065704,0.0010224969818723902,0.02860023833531946,1.2036127160813141,0.00017297373555657787,1.0049806931833734
55,frozenset({'Green Bell Pepper'}),frozenset({'Apple Honeycrisp Organic'}),0.023761994164065704,0.03575134479245482,0.0010224969818723902,0.0430307732092061,1.2036127160813144,0.00017297373555657787,1.0076067528745547
56,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Half & Half'}),0.03575134479245482,0.02934803937432689,0.0013465334853423666,0.03766385553212944,1.2833516764693,0.00029730161068826583,1.0086412800824403
57,frozenset({'Half & Half'}),frozenset({'Apple Honeycrisp Organic'}),0.02934803937432689,0.03575134479245482,0.0013465334853423666,0.045881548275428875,1.2833516764693,0.00029730161068826583,1.0106173436481223
58,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Large Alfresco Eggs'}),0.03575134479245482,0.017317723321984547,0.0010782099584487705,0.030158584654872127,1.7414866893378722,0.0004590780609441649,1.0132401660000445
59,frozenset({'Large Alfresco Eggs'}),frozenset({'Apple Honeycrisp Organic'}),0.017317723321984547,0.03575134479245482,0.0010782099584487705,0.06226049108198893,1.7414866893378724,0.0004590780609441649,1.0282692006014773
60,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Large Lemon'}),0.03575134479245482,0.06586912448286272,0.0029945724909804378,0.08376111467595564,1.2716293913660246,0.0006396627104164852,1.0195276477343187
61,frozenset({'Large Lemon'}),frozenset({'Apple Honeycrisp Organic'}),0.06586912448286272,0.03575134479245482,0.0029945724909804378,0.04546246081894622,1.2716293913660246,0.0006396627104164852,1.010173634485683
62,frozenset({'Limes'}),frozenset({'Apple Honeycrisp Organic'}),0.06007989076979357,0.03575134479245482,0.002748370293021581,0.04574526114823401,1.2795395925327084,0.000600433403017667,1.0104730067862222
63,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Limes'}),0.03575134479245482,0.06007989076979357,0.002748370293021581,0.0768745989549913,1.2795395925327084,0.000600433403017667,1.0181933117279467
64,frozenset({'Michigan Organic Kale'}),frozenset({'Apple Honeycrisp Organic'}),0.028706930489458982,0.03575134479245482,0.001371112739714299,0.04776242936240653,1.3359617558354504,0.0003448013698526171,1.0126135377770376
65,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Michigan Organic Kale'}),0.03575134479245482,0.028706930489458982,0.001371112739714299,0.03835136126134385,1.3359617558354504,0.0003448013698526171,1.010029058830193
66,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Avocado'}),0.03575134479245482,0.07546814262358142,0.0031109142950075845,0.08701530846090384,1.1530071555479662,0.0004128267072257691,1.012647710245674
67,frozenset({'Organic Avocado'}),frozenset({'Apple Honeycrisp Organic'}),0.07546814262358142,0.03575134479245482,0.0031109142950075845,0.041221556366162926,1.1530071555479662,0.0004128267072257691,1.005705396914198
68,frozenset({'Organic Baby Arugula'}),frozenset({'Apple Honeycrisp Organic'}),0.031032127953043793,0.03575134479245482,0.0014149457433442452,0.04559615587707255,1.275368972601429,0.0003055054372514013,1.0103151419027077
69,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Baby Arugula'}),0.03575134479245482,0.031032127953043793,0.0014149457433442452,0.03957741314510955,1.275368972601429,0.0003055054372514013,1.0088974221441929
70,frozenset({'Organic Baby Carrots'}),frozenset({'Apple Honeycrisp Organic'}),0.03297429870266599,0.03575134479245482,0.0021355275506813984,0.06476339557477048,1.8114953703346717,0.000956652028472991,1.0310210813445928
71,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Baby Carrots'}),0.03575134479245482,0.03297429870266599,0.0021355275506813984,0.059732789439912004,1.8114953703346717,0.000956652028472991,1.0284583897393453
72,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Baby Spinach'}),0.03575134479245482,0.10311202036145432,0.005057181587025103,0.14145430378586488,1.3718507627918015,0.0013707881948361277,1.0446595721037164
73,frozenset({'Organic Baby Spinach'}),frozenset({'Apple Honeycrisp Organic'}),0.10311202036145432,0.03575134479245482,0.005057181587025103,0.04904550962436185,1.3718507627918015,0.0013707881948361277,1.0139798118274364
74,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Bartlett Pear'}),0.03575134479245482,0.015847883910542985,0.001704571290693516,0.047678522321019344,3.008510321639892,0.0011379881287768964,1.033424257623649
75,frozenset({'Organic Bartlett Pear'}),frozenset({'Apple Honeycrisp Organic'}),0.015847883910542985,0.03575134479245482,0.001704571290693516,0.10755828982060693,3.008510321639892,0.0011379881287768964,1.0804612157960636
76,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Blackberries'}),0.03575134479245482,0.02645915767714576,0.001116717456964798,0.031235676963974703,1.180524238341672,0.00017076698793123187,1.0049305276559521
77,frozenset({'Organic Blackberries'}),frozenset({'Apple Honeycrisp Organic'}),0.02645915767714576,0.03575134479245482,0.001116717456964798,0.04220532908080323,1.180524238341672,0.00017076698793123187,1.0067383798263927
78,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Blueberries'}),0.03575134479245482,0.04302434616110964,0.0020146795500193973,0.05635255293794116,1.3097829012188242,0.00047650131594363676,1.0141241380118469
79,frozenset({'Organic Blueberries'}),frozenset({'Apple Honeycrisp Organic'}),0.04302434616110964,0.03575134479245482,0.0020146795500193973,0.04682650010473598,1.3097829012188242,0.00047650131594363676,1.0116192438349347
80,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Broccoli'}),0.03575134479245482,0.01653897061263382,0.0012437102712197824,0.034787789898249155,2.1033830165751306,0.000652419830335233,1.018906535883639
81,frozenset({'Organic Broccoli'}),frozenset({'Apple Honeycrisp Organic'}),0.01653897061263382,0.03575134479245482,0.0012437102712197824,0.07519877145617121,2.1033830165751306,0.000652419830335233,1.042655032720739
82,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Carrot Bunch'}),0.03575134479245482,0.015387432545308784,0.0011175367654438625,0.03125859382161519,2.0314366109858333,0.0005674153590458875,1.016383279557459
83,frozenset({'Organic Carrot Bunch'}),frozenset({'Apple Honeycrisp Organic'}),0.015387432545308784,0.03575134479245482,0.0011175367654438625,0.07262659070337044,2.0314366109858333,0.0005674153590458875,1.0397631046364417
84,frozenset({'Organic Cilantro'}),frozenset({'Apple Honeycrisp Organic'}),0.029925242197827766,0.03575134479245482,0.0015542281847851958,0.051937029431895966,1.452729393352976,0.0004843605329729367,1.017072372977232
85,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Cilantro'}),0.03575134479245482,0.029925242197827766,0.0015542281847851958,0.0434732789439912,1.4527293933529757,0.0004843605329729367,1.0141637828279448
86,frozenset({'Organic Cucumber'}),frozenset({'Apple Honeycrisp Organic'}),0.034822658631435306,0.03575134479245482,0.002470215064379212,0.07093700370566439,1.9841772139613434,0.0012252581890568155,1.037872199251882
87,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Cucumber'}),0.03575134479245482,0.034822658631435306,0.002470215064379212,0.06909432578604822,1.9841772139613432,0.0012252581890568155,1.0368154025740057
88,frozenset({'Apple Honeycrisp Organic'}),"frozenset({""Organic D'Anjou Pears""})",0.03575134479245482,0.020813712602152406,0.0023583794569869195,0.06596617471812266,3.169361275378661,0.001614261241336307,1.0483413564838981
89,"frozenset({""Organic D'Anjou Pears""})",frozenset({'Apple Honeycrisp Organic'}),0.020813712602152406,0.03575134479245482,0.0023583794569869195,0.11330892772791687,3.169361275378661,0.001614261241336307,1.0874685506156347
90,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Gala Apples'}),0.03575134479245482,0.030992391491809167,0.0011228622705577811,0.03140755339627831,1.0133956072598935,1.4842596391368302e-05,1.000428623933549
91,frozenset({'Organic Gala Apples'}),frozenset({'Apple Honeycrisp Organic'}),0.030992391491809167,0.03575134479245482,0.0011228622705577811,0.03623025576630758,1.0133956072598935,1.4842596391368302e-05,1.0004969143062625
92,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Garlic'}),0.03575134479245482,0.046674365435341605,0.002487420542439565,0.06957557979649831,1.490659361890671,0.0008187492107916315,1.0246137288143702
93,frozenset({'Organic Garlic'}),frozenset({'Apple Honeycrisp Organic'}),0.046674365435341605,0.03575134479245482,0.002487420542439565,0.05329307681505407,1.490659361890671,0.0008187492107916315,1.0185292106701667
94,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Garnet Sweet Potato (Yam)'}),0.03575134479245482,0.02232902363418204,0.001574301242522274,0.04403474195618297,1.9720854201960298,0.0007760086196977592,1.022705551419742
95,frozenset({'Organic Garnet Sweet Potato (Yam)'}),frozenset({'Apple Honeycrisp Organic'}),0.02232902363418204,0.03575134479245482,0.001574301242522274,0.07050470581760142,1.97208542019603,0.0007760086196977592,1.0373894964747683
96,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Ginger Root'}),0.03575134479245482,0.02215983643325524,0.0011392484401390693,0.03186589054908791,1.4380020649099559,0.000347004487269359,1.0100255264442006
97,frozenset({'Organic Ginger Root'}),frozenset({'Apple Honeycrisp Organic'}),0.02215983643325524,0.03575134479245482,0.0011392484401390693,0.051410507634857834,1.4380020649099559,0.000347004487269359,1.0165078392375608
98,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Grade A Free Range Large Brown Eggs'}),0.03575134479245482,0.017128463063320665,0.0010847644262812859,0.03034191951599597,1.7714326967824068,0.0004723988375396819,1.0136269234677855
99,frozenset({'Organic Grade A Free Range Large Brown Eggs'}),frozenset({'Apple Honeycrisp Organic'}),0.017128463063320665,0.03575134479245482,0.0010847644262812859,0.06333110111929591,1.771432696782407,0.0004723988375396819,1.0294445095377867
100,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Granny Smith Apple'}),0.03575134479245482,0.025036428503250403,0.0020216436720914446,0.05654734622788524,2.2586027484129323,0.001126557684300096,1.033399575059382
101,frozenset({'Organic Granny Smith Apple'}),frozenset({'Apple Honeycrisp Organic'}),0.025036428503250403,0.03575134479245482,0.0020216436720914446,0.08074808560769683,2.2586027484129323,0.001126557684300096,1.0489493033528121
102,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Grape Tomatoes'}),0.03575134479245482,0.036081526109517786,0.002077766302907357,0.05811715097625814,1.610717650906891,0.0007878032223280259,1.0233952926200751
103,frozenset({'Organic Grape Tomatoes'}),frozenset({'Apple Honeycrisp Organic'}),0.036081526109517786,0.03575134479245482,0.002077766302907357,0.05758532210086514,1.610717650906891,0.0007878032223280259,1.0231681210198078
104,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Half & Half'}),0.03575134479245482,0.0323651428484816,0.0015542281847851958,0.0434732789439912,1.343212948186655,0.00039713080355207675,1.0116129908877467
105,frozenset({'Organic Half & Half'}),frozenset({'Apple Honeycrisp Organic'}),0.0323651428484816,0.03575134479245482,0.0015542281847851958,0.048021669240310864,1.3432129481866553,0.00039713080355207675,1.0128892896522803
106,frozenset({'Organic Hass Avocado'}),frozenset({'Apple Honeycrisp Organic'}),0.09048319946515543,0.03575134479245482,0.006521695493352746,0.07207631396659679,2.0160448336983454,0.0032867994313495103,1.039146504956049
107,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Hass Avocado'}),0.03575134479245482,0.09048319946515543,0.006521695493352746,0.1824181868182235,2.0160448336983454,0.0032867994313495103,1.11244744669073
108,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Italian Parsley Bunch'}),0.03575134479245482,0.025816819829559256,0.0013006522105147593,0.03638051150426254,1.4091786573421512,0.00037766618334350165,1.0109625135240818
109,frozenset({'Organic Italian Parsley Bunch'}),frozenset({'Apple Honeycrisp Organic'}),0.025816819829559256,0.03575134479245482,0.0013006522105147593,0.0503800320528078,1.4091786573421512,0.00037766618334350165,1.015404780600787
110,frozenset({'Organic Kiwi'}),frozenset({'Apple Honeycrisp Organic'}),0.02131062319470497,0.03575134479245482,0.00156242126957584,0.07331654524134484,2.050735312670476,0.0008005378319998575,1.0405372516968845
111,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Kiwi'}),0.03575134479245482,0.02131062319470497,0.00156242126957584,0.04370244752039601,2.0507353126704766,0.0008005378319998575,1.0234151224873793
112,frozenset({'Organic Lacinato (Dinosaur) Kale'}),frozenset({'Apple Honeycrisp Organic'}),0.018363980249749803,0.03575134479245482,0.0011884069488829344,0.06471401802444901,1.8101142320695764,0.0005318699592122986,1.0309666495490695
113,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Lacinato (Dinosaur) Kale'}),0.03575134479245482,0.018363980249749803,0.0011884069488829344,0.03324090200751673,1.8101142320695764,0.0005318699592122986,1.0153884476377408
114,frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Apple Honeycrisp Organic'}),0.031975971320926,0.03575134479245482,0.0013067970241077424,0.040868094701240136,1.1431204878722543,0.0001636130483396699,1.0053347718708112
115,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.03575134479245482,0.031975971320926,0.0013067970241077424,0.03655238793656614,1.1431204878722543,0.0001636130483396699,1.004750041993294
116,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Lemon'}),0.03575134479245482,0.037381359011553476,0.002505445328978982,0.07007975066458888,1.8747245289538375,0.0011690114741463955,1.0351625762278045
117,frozenset({'Organic Lemon'}),frozenset({'Apple Honeycrisp Organic'}),0.037381359011553476,0.03575134479245482,0.002505445328978982,0.0670239230255011,1.8747245289538377,0.0011690114741463955,1.0335191641081072
118,frozenset({'Organic Navel Orange'}),frozenset({'Apple Honeycrisp Organic'}),0.018311954161329212,0.03575134479245482,0.0016992457855795973,0.09279434464553367,2.5955483684383682,0.0010445687985342887,1.0628776942872902
119,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Navel Orange'}),0.03575134479245482,0.018311954161329212,0.0016992457855795973,0.047529562746356224,2.5955483684383682,0.0010445687985342887,1.0306756067613743
120,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Peeled Whole Baby Carrots'}),0.03575134479245482,0.0236907143263871,0.0012752536476637623,0.035670088917407645,1.5056569601904204,0.000428278751401548,1.012422485762753
121,frozenset({'Organic Peeled Whole Baby Carrots'}),frozenset({'Apple Honeycrisp Organic'}),0.0236907143263871,0.03575134479245482,0.0012752536476637623,0.05382926112292715,1.5056569601904206,0.000428278751401548,1.019106399709557
122,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Raspberries'}),0.03575134479245482,0.058417923520011406,0.004446796770122114,0.12438124484370704,2.129162376014606,0.0023582774442989303,1.0753333810351304
123,frozenset({'Organic Raspberries'}),frozenset({'Apple Honeycrisp Organic'}),0.058417923520011406,0.03575134479245482,0.004446796770122114,0.07612041822402053,2.1291623760146066,0.0023582774442989303,1.0436951678853688
124,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Red Bell Pepper'}),0.03575134479245482,0.024529276554709527,0.001856962667799497,0.05194105784214869,2.1175128310979967,0.0009800080441825986,1.0289135833949816
125,frozenset({'Organic Red Bell Pepper'}),frozenset({'Apple Honeycrisp Organic'}),0.024529276554709527,0.03575134479245482,0.001856962667799497,0.07570393132703163,2.1175128310979967,0.0009800080441825986,1.043224879872028
126,frozenset({'Organic Red Onion'}),frozenset({'Apple Honeycrisp Organic'}),0.029005158775838428,0.03575134479245482,0.001572662625564145,0.054220100559290434,1.516589120606545,0.0005356891934092487,1.0195275410037337
127,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Red Onion'}),0.03575134479245482,0.029005158775838428,0.001572662625564145,0.04398890824090201,1.5165891206065447,0.0005356891934092487,1.0156731962570569
128,frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Reduced Fat 2% Milk'}),0.03575134479245482,0.02022626842266322,0.0011851297149666766,0.03314923457695481,1.6389199373924854,0.0004620134187233025,1.0133660401547464
129,frozenset({'Organic Reduced Fat 2% Milk'}),frozenset({'Apple Honeycrisp Organic'}),0.02022626842266322,0.03575134479245482,0.0011851297149666766,0.05859359176894722,1.6389199373924854,0.0004620134187233025,1.0242639595150134
130,frozenset({'Organic Small Bunch Celery'}),frozenset({'Apple Honeycrisp Organic'}),0.02896828989428053,0.03575134479245482,0.001827057908313646,0.06307096190287638,1.7641563490553578,0.0007914025882554381,1.0291586833149147
